experiment,seed,control,treatment,difference_treatment_minus_control,primary_metric,direction
tam_postpone,32608,-0.9665596370301046,5.557557911012782,6.524117548042886,deadline_utility,greater
tam_postpone,32661,-1.0889658961201027,4.127315105588783,5.216281001708886,deadline_utility,greater
tam_postpone,32714,-2.815502366591789,6.363825793142554,9.179328159734343,deadline_utility,greater
tam_postpone,32767,-1.2266957557020248,-3.3006916058018527,-2.073995850099828,deadline_utility,greater
tam_postpone,32820,-5.5397507557899415,-2.0159497232745562,3.5238010325153852,deadline_utility,greater
tam_postpone,32873,-2.6781435153120374,4.723334459776668,7.401477975088705,deadline_utility,greater
tam_postpone,32926,-1.2506032287682531,2.8735142970366803,4.124117525804934,deadline_utility,greater
tam_postpone,32979,7.665131761791453,10.917426150377345,3.2522943885858924,deadline_utility,greater
tam_postpone,33032,-4.897828280965201,3.326553313402433,8.224381594367633,deadline_utility,greater
tam_postpone,33085,-0.5703672797260633,8.906678563962135,9.477045843688199,deadline_utility,greater
tam_postpone,33138,-3.5088763489329557,-0.4092521254240836,3.0996242235088722,deadline_utility,greater
auto_cue,30011,0.49333333333333335,0.7583333333333333,0.26499999999999996,cue_success,greater
auto_cue,30064,0.5166666666666667,0.735,0.21833333333333327,cue_success,greater
auto_cue,30117,0.48833333333333334,0.7666666666666667,0.2783333333333334,cue_success,greater
auto_cue,30170,0.515,0.72,0.20499999999999996,cue_success,greater
auto_cue,30223,0.5116666666666667,0.7633333333333333,0.2516666666666666,cue_success,greater
auto_cue,30276,0.48833333333333334,0.7433333333333333,0.25499999999999995,cue_success,greater
auto_cue,30329,0.4866666666666667,0.7216666666666667,0.235,cue_success,greater
auto_cue,30382,0.495,0.735,0.24,cue_success,greater
auto_cue,30435,0.5133333333333333,0.7316666666666667,0.21833333333333338,cue_success,greater
auto_cue,30488,0.48,0.75,0.27,cue_success,greater
auto_cue,30541,0.49166666666666664,0.7233333333333334,0.23166666666666674,cue_success,greater
auto_cue,30594,0.4683333333333333,0.7383333333333333,0.26999999999999996,cue_success,greater
auto_cue,30647,0.485,0.7366666666666667,0.2516666666666667,cue_success,greater
auto_cue,30700,0.49833333333333335,0.7616666666666667,0.26333333333333336,cue_success,greater
